dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10
0.9968377947807312,0.09674607962369919,0.3651885390281677,-0.02238357439637184,0.0503443107008934,0.08928322046995163,0.03866230323910713,0.053077537566423416,-0.3185062110424042,0.0
1.0,0.14147505164146423,0.3395785987377167,-0.00516783120110631,0.03130709379911423,0.0758189707994461,0.03891874849796295,0.08085235953330994,-0.262393057346344,0.0
0.9976654052734375,0.19562730193138123,0.31256285309791565,0.013720228336751461,0.008276490494608879,0.05671628937125206,0.03695058822631836,0.11815540492534637,-0.19990357756614685,0.0
0.9910234808921814,0.22282803058624268,0.3102336823940277,0.020521508529782295,-0.006956799421459436,0.041051845997571945,0.032668065279722214,0.1433972269296646,-0.17868933081626892,0.0
0.995640754699707,0.2029327154159546,0.31498703360557556,0.0316799096763134,0.005562387872487307,0.06438283622264862,0.035757485777139664,0.13213597238063812,-0.1931251883506775,0.0
0.9979048371315002,-0.0018063272582367063,0.3187333047389984,-0.021267998963594437,0.09960609674453735,0.1560174524784088,0.052986178547143936,-0.08298715949058533,-0.39047232270240784,0.0
0.9894019365310669,-0.05258423089981079,0.31359627842903137,-0.039307598024606705,0.11888694018125534,0.16815291345119476,0.05342259258031845,-0.14517909288406372,-0.43855276703834534,0.0
0.9950282573699951,-0.02367846667766571,0.3200904428958893,-0.045512378215789795,0.10710486769676208,0.15233057737350464,0.051989734172821045,-0.11399596184492111,-0.4148392081260681,0.0
0.11713005602359772,0.014506995677947998,-0.05419342219829559,-0.45097342133522034,1.0,-0.6173872351646423,0.21407920122146606,0.03949468210339546,0.08020561933517456,0.0
-0.20275023579597473,-0.08162666112184525,0.8535298109054565,-0.6888852119445801,0.00043725661817006767,0.43340131640434265,0.6795033812522888,0.5526894927024841,-0.7926559448242188,0.0
-0.18160764873027802,0.17135359346866608,1.0,-0.2639824450016022,-1.0,0.6190903186798096,0.19919972121715546,0.15694846212863922,0.6694628000259399,0.0
-1.0,0.23920929431915283,0.5090194940567017,-0.022783733904361725,0.002223457209765911,0.14631202816963196,-0.11439520865678787,-0.2678738832473755,0.017419960349798203,0.0
-0.6348296403884888,-0.07792055606842041,0.5896726846694946,-0.020786011591553688,-0.42941683530807495,0.25105994939804077,-0.4555776119232178,0.12067312747240067,0.7676419615745544,0.0
0.929961621761322,0.03849745914340019,-0.5251904129981995,-0.3112674951553345,-0.24028246104717255,-0.18676598370075226,0.028878672048449516,-0.0527949184179306,0.2855125963687897,0.0
0.7517353892326355,0.1921011209487915,-0.5511918663978577,0.4218498766422272,-0.4521592855453491,-0.043936505913734436,-0.19599154591560364,0.6567103266716003,0.5504743456840515,0.0
0.7599365711212158,0.33137941360473633,-0.9422451853752136,0.3345823585987091,-0.4870149493217468,-0.06375492364168167,-0.34312766790390015,0.28012514114379883,0.7099657654762268,0.0
0.8560037016868591,0.06112825125455856,-0.5158892869949341,0.42627260088920593,-0.2716025412082672,-0.20933061838150024,-0.3170028030872345,0.37504252791404724,0.5702114105224609,0.0
0.9366483688354492,0.14898493885993958,-0.3417982757091522,-0.02595685049891472,0.04125125706195831,0.013409143313765526,0.07007468491792679,-0.2357364147901535,0.368145227432251,0.0
0.8336849808692932,-0.6590837240219116,-0.7087043523788452,0.028860582038760185,-0.044687625020742416,0.12725234031677246,-0.07687652856111526,-0.4308215379714966,-0.19141466915607452,0.0
0.8760946393013,-0.1338016390800476,-0.3000275790691376,-0.26005685329437256,0.12919636070728302,0.17634868621826172,0.016336537897586823,-0.9090239405632019,-0.29382240772247314,0.0
0.8676883578300476,-0.43018221855163574,-0.6939497590065002,-0.301483154296875,-0.11658870428800583,0.12103936076164246,0.062083471566438675,-0.3852511942386627,-0.16997624933719635,0.0
0.00966318417340517,-0.33339446783065796,0.09665803611278534,0.047757118940353394,0.19298055768013,-1.0,0.3956337869167328,1.0,0.3962130546569824,0.0
-0.007514477241784334,0.0683692991733551,-0.3133369982242584,0.030334943905472755,0.237230584025383,0.061607301235198975,1.0,-0.4358397126197815,1.0,0.0
-0.03652895987033844,0.08050654828548431,-0.5179981589317322,-0.9999552965164185,0.5707027912139893,0.512310266494751,-0.6825713515281677,0.6688650250434875,0.40932005643844604,0.0
0.02267303876578808,0.09659066051244736,0.39113345742225647,0.5792392492294312,-0.5149901509284973,-0.9787965416908264,0.30699196457862854,-1.0,0.012407304719090462,0.0
-0.07212255150079727,0.7020180821418762,-0.8622210621833801,-0.8065398931503296,-0.20427271723747253,0.4428032338619232,0.006042770110070705,-0.13032515347003937,0.06096681207418442,0.0
-0.08663719892501831,1.0,0.32034721970558167,0.5319446921348572,0.4275350868701935,-0.14490638673305511,-0.15891703963279724,-0.15036067366600037,-0.12490217387676239,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9968377947807312,0.09674607962369919,0.3651885390281677,-0.02238357439637184,0.0503443107008934,0.08928322046995163,0.03866230323910713,0.053077537566423416,-0.3185062110424042,0.5
1.0,0.14147505164146423,0.3395785987377167,-0.00516783120110631,0.03130709379911423,0.0758189707994461,0.03891874849796295,0.08085235953330994,-0.262393057346344,0.5
0.9976654052734375,0.19562730193138123,0.31256285309791565,0.013720228336751461,0.008276490494608879,0.05671628937125206,0.03695058822631836,0.11815540492534637,-0.19990357756614685,0.5
0.9910234808921814,0.22282803058624268,0.3102336823940277,0.020521508529782295,-0.006956799421459436,0.041051845997571945,0.032668065279722214,0.1433972269296646,-0.17868933081626892,0.5
